amdno,type,elems,lat,lon,alt,kjName,knName,enName,temp
36127,A,11111111,37.75833333333333,140.47,67,福島,フクシマ,Fukushima,30.6
36151,C,11112010,37.78333333333333,140.925,9,相馬,ソウマ,Soma,30.5
36176,C,11112000,37.65833333333333,139.86333333333334,212,喜多方,キタカタ,Kitakata,29.0
36196,C,11112000,37.66833333333334,140.26,1220,鷲倉,ワシクラ,Washikura,20.2
36221,C,11112000,37.665,140.72666666666666,463,飯舘,イイタテ,Iitate,26.9
36251,C,11112100,37.58833333333333,139.65666666666667,165,西会津,ニシアイヅ,Nishiaizu,28.3
36276,C,11112110,37.55166666666667,140.10833333333332,519,猪苗代,イナワシロ,Inawashiro,26.3
36291,C,11112000,37.583333333333336,140.43,235,二本松,ニホンマツ,Nihonmatsu,29.3
36342,C,11112100,37.473333333333336,139.52833333333334,296,金山,カネヤマ,Kaneyama,28.3
36361,B,11111111,37.48833333333334,139.91,212,若松,ワカマツ,Wakamatsu,29.3
36391,C,11112010,37.435,140.57666666666665,421,船引,フネヒキ,Funehiki,27.3
36411,C,11112000,37.49166666666667,140.965,43,浪江,ナミエ,Namie,31.0
36426,C,11112100,37.34333333333333,139.31333333333333,377,只見,タダミ,Tadami,28.8
36476,C,11112010,37.36833333333333,140.33,249,郡山,コオリヤマ,Koriyama,28.4
36501,C,11112000,37.336666666666666,140.80833333333334,410,川内,カワウチ,Kawauchi,27.2
36536,C,11112110,37.265,139.53666666666666,494,南郷,ナンゴウ,Nango,28.0
36562,C,11112100,37.27666666666666,140.06333333333333,646,湯本,ユモト,Yumoto,26.8
36581,C,11110100,37.22666666666667,140.42666666666668,372,玉川,タマカワ：福島空港,Tamakawa,27.5
36591,C,11112000,37.28666666666667,140.625,433,小野新町,オノニイマチ,Ono-Niimachi,27.1
36611,C,11112000,37.23333333333333,141.0,43,広野,ヒロノ,Hirono,28.7
36641,C,11112100,37.20666666666666,139.795,544,田島,タジマ,Tajima,28.8
36667,B,11111111,37.13166666666667,140.215,355,白河,シラカワ,Shirakawa,29.5
36676,C,11112000,37.14666666666667,140.46,290,石川,イシカワ,Ishikawa,30.4
36716,C,11112100,37.01,139.375,973,桧枝岐,ヒノエマタ,Hinoemata,25.2
36821,C,11112010,36.93833333333333,140.40833333333333,183,東白川,ヒガシシラカワ,Higashi-Shirakawa,29.9
36836,C,11112000,36.93333333333333,140.73333333333332,25,山田,ヤマダ,Yamada,32.1
36846,B,11111011,36.946666666666665,140.90333333333334,3,小名浜,オナハマ,Onahama,27.8
40046,C,11112010,36.833333333333336,140.77166666666668,5,北茨城,キタイバラキ,KitaIbaraki,28.9
40061,C,11112000,36.778333333333336,140.345,120,大子,ダイゴ,Daigo,34.9
40091,C,11112000,36.60666666666667,140.325,95,常陸大宮,ヒタチオオミヤ,Hitachi-omiya,32.6
40136,C,11112000,36.58,140.645,34,日立,ヒタチ,Hitachi,29.1
40191,C,11112000,36.395,140.24,72,笠間,カサマ,Kasama,34.4
40201,A,11111111,36.38,140.46666666666667,29,水戸,ミト,Mito,31.4
40221,C,11112000,36.20166666666667,139.71666666666667,20,古河,コガ,Koga,36.5
40231,C,11112000,36.281666666666666,139.98833333333334,24,下館,シモダテ,Shimodate,35.2
40281,C,11112000,36.16833333333334,139.945,20,下妻,シモツマ,Shimotsuma,35.1
40311,C,11112010,36.16833333333334,140.52666666666667,32,鉾田,ホコタ,Hokota,31.2
40336,C,11111100,36.056666666666665,140.125,25,つくば,ツクバ,Tsukuba,34.2
40341,C,11112000,36.10333333333333,140.22,26,土浦,ツチウラ,Tsuchiura,34.3
40406,C,11112000,35.96333333333333,140.62166666666667,37,鹿嶋,カシマ,Kashima,31.6
40426,C,11112000,35.89,140.21166666666667,4,龍ケ崎,リュウガサキ,Ryugasaki,33.8
41011,C,11112110,37.123333333333335,140.035,749,那須高原,ナスコウゲン,Nasu Highlands,26.9
41076,C,11112000,36.92166666666667,139.695,620,五十里,イカリ,Ikari,27.7
41091,C,11112010,36.98166666666667,140.01833333333337,343,黒磯,クロイソ,Kuroiso,30.4
41116,C,11112100,36.891666666666666,139.56833333333333,925,土呂部,ドロブ,Dorobu,29.2
41141,C,11112010,36.84,140.035,188,大田原,オオタワラ,Otawara,34.0
41166,B,11111111,36.73833333333333,139.5,1292,奥日光,オクニッコウ,Oku-Nikko,25.1
41172,C,11112000,36.75,139.615,561,日光東町,ニッコウヒガシマチ,Nikkohigashimachi,28.7
41181,C,11112000,36.75666666666667,139.88333333333333,225,塩谷,シオヤ,Shioya,32.6
41247,C,11112000,36.641666666666666,140.11666666666667,82,那須烏山,ナスカラスヤマ,Nasu-Karasuyama,33.7
41271,C,11112000,36.59166666666667,139.735,165,鹿沼,カヌマ,Kanuma,34.3
41277,A,11111111,36.54833333333333,139.86833333333334,119,宇都宮,ウツノミヤ,Utsunomiya,35.2
41331,C,11112000,36.47666666666667,139.98666666666668,91,真岡,モオカ,Mooka,34.7
41361,C,11112000,36.36333333333334,139.57,68,佐野,サノ,Sano,37.4
41376,C,11112000,36.33833333333333,139.83,44,小山,オヤマ,Oyama,35.9
42046,C,11112110,36.86333333333333,139.05833333333334,700,藤原,フジワラ,Fujiwara,26.9
42091,C,11112110,36.77333333333333,138.965,524,みなかみ,ミナカミ,Minakami,29.8
42121,C,11112100,36.61666666666667,138.59166666666667,1223,草津,クサツ,Kusatsu,25.1
42146,C,11112010,36.66833333333334,139.02166666666668,390,沼田,ヌマタ,Numata,32.7
42186,C,11112000,36.586666666666666,138.85,354,中之条,ナカノジョウ,Nakanojo,31.8
42221,C,11112000,36.46333333333333,138.46333333333334,1230,田代,タシロ,Tashiro,26.8
42251,A,11111111,36.405,139.06,112,前橋,マエバシ,Maebashi,36.8
42266,C,11112000,36.41,139.325,117,桐生,キリュウ,Kiryu,36.8
42286,C,11112000,36.376666666666665,138.895,183,上里見,カミサトミ,Kami-Satomi,34.5
42302,C,11112000,36.33166666666666,139.165,64,伊勢崎,イセサキ,Isesaki,36.1
42326,C,11112000,36.245,138.70666666666668,375,西野牧,ニシノマキ,Nishinomaki,35.1
42366,C,11112000,36.24,139.51333333333332,23,館林,タテバヤシ,Tatebayashi,37.8
42396,C,11112000,36.10833333333333,138.89666666666668,357,神流,カンナ,Kanna,30.2
43051,C,11112000,36.105,139.18333333333334,128,寄居,ヨリイ,Yorii,35.6
43056,A,11111111,36.15,139.38,30,熊谷,クマガヤ,Kumagaya,37.3
43126,C,11112000,36.086666666666666,139.635,12,久喜,クキ,Kuki,37.0
43156,B,11111111,35.99,139.07333333333332,232,秩父,チチブ,Chichibu,34.6
43171,C,11112000,35.985,139.335,44,鳩山,ハトヤマ,Hatoyama,36.6
43241,C,11112110,35.875,139.58666666666667,8,さいたま,サイタマ,Saitama,38.0
43256,C,11112010,35.88333333333333,139.75666666666666,3,越谷,コシガヤ,Koshigaya,35.5
43266,C,11112000,35.77333333333333,139.41333333333333,119,所沢,トコロザワ,Tokorozawa,35.1
44046,C,11112010,35.791666666666664,139.05,530,小河内,オゴウチ,Ogochi,30.4
44056,C,11112000,35.788333333333334,139.31166666666667,155,青梅,オウメ,Ome,34.4
44071,C,11112000,35.73833333333333,139.59166666666667,51,練馬,ネリマ,Nerima,34.7
44112,C,11112000,35.666666666666664,139.31666666666666,123,八王子,ハチオウジ,Hachioji,35.1
44116,C,11112000,35.68333333333333,139.48333333333332,59,府中,フチュウ,Fuchu,35.5
44132,A,11111111,35.69166666666667,139.75,25,東京,トウキョウ,Tokyo,34.7
44136,C,11112000,35.638333333333335,139.86333333333334,5,江戸川臨海,エドガワリンカイ,Edogawa Seaside,31.7
44166,C,11110000,35.553333333333335,139.78,6,羽田,ハネダ：東京国際空港,Haneda,33.4
44172,B,11111011,34.748333333333335,139.36166666666668,74,大島,オオシマ,Oshima Island,29.9
44173,C,11110000,34.781666666666666,139.36,38,大島北ノ山,オオシマキタノヤマ：大島空港,Oshima-Kitanoyama,30.0
44207,C,11110000,34.36833333333333,139.26833333333337,29,新島,ニイジマ：新島空港,Niijima Island,30.3
44216,C,11110000,34.18833333333333,139.13333333333333,138,神津島,コウヅシマ：神津島空港,Kozushima Island,28.5
44226,B,11111011,34.123333333333335,139.52,38,三宅島,ミヤケジマ,Miyakejima Island,30.3
44228,C,11110000,34.07333333333333,139.56,20,三宅坪田,ミヤケツボタ：三宅島空港,Miyake-Tsubota,31.4
44262,C,11110000,33.115,139.785,92,八重見ヶ原,ヤエミガハラ：八丈島空港,Yaemigahara,29.0
44263,B,11111011,33.12166666666667,139.77833333333334,151,八丈島,ハチジョウジマ,Hachijojima Island,27.9
44301,D,11111011,27.091666666666665,142.19,3,父島,チチジマ,Chichijima Island,28.9
44356,E,11111011,24.28833333333333,153.98333333333332,7,南鳥島,ミナミトリシマ,Minamitorishima Island,29.8
45061,C,11112000,35.86333333333333,140.11,20,我孫子,アビコ,Abiko,34.0
45081,C,11112010,35.858333333333334,140.5016666666667,37,香取,カトリ,Katori,32.0
45106,C,11112000,35.711666666666666,140.04333333333332,28,船橋,フナバシ,Funabashi,35.3
45116,C,11112010,35.72833333333333,140.21166666666667,5,佐倉,サクラ,Sakura,32.9
45121,C,11110000,35.763333333333335,140.385,41,成田,ナリタ：成田国際空港,Narita,30.4
45147,A,11111111,35.73833333333333,140.85666666666663,20,銚子,チョウシ,Choshi,27.9
45181,C,11112010,35.655,140.505,5,横芝光,ヨコシバヒカリ,Yokoshibahikari,28.9
45212,B,11111111,35.60166666666667,140.10333333333332,3,千葉,チバ,Chiba,33.5
45261,C,11112010,35.43666666666667,140.29333333333332,11,茂原,モバラ,Mobara,28.9
45282,C,11112010,35.361666666666665,139.94,60,木更津,キサラヅ,Kisarazu,31.9
45291,C,11112010,35.39666666666667,140.14833333333334,30,牛久,ウシク,Ushiku,32.5
45326,C,11112010,35.235,140.09833333333333,120,坂畑,サカハタ,Sakahata,32.2
45361,C,11112010,35.111666666666665,140.1,5,鴨川,カモガワ,Kamogawa,27.3
45371,B,11111011,35.15,140.31166666666667,12,勝浦,カツウラ,Katsuura,27.7
45401,B,11111011,34.986666666666665,139.865,6,館山,タテヤマ,Tateyama,31.4
46091,C,11112000,35.43333333333333,139.38666666666666,18,海老名,エビナ,Ebina,32.9
46106,A,11111111,35.43833333333333,139.65166666666667,39,横浜,ヨコハマ,Yokohama,32.6
46141,C,11112010,35.32,139.45,5,辻堂,ツジドウ,Tsujido,29.9
46166,C,11112010,35.276666666666664,139.155,14,小田原,オダワラ,Odawara,33.4
46211,C,11112010,35.178333333333335,139.63,42,三浦,ミウラ,Miura,30.2
48031,C,11112100,36.91166666666667,138.44166666666666,576,野沢温泉,ノザワオンセン,Nozawa Onsen,27.3
48061,C,11112100,36.80833333333333,138.19666666666666,685,信濃町,シナノマチ,Shinano-Machi,25.1
48066,C,11112110,36.875,138.375,313,飯山,イイヤマ,Iiyama,29.6
48141,C,11112100,36.69833333333333,137.86166666666668,703,白馬,ハクバ,Hakuba,26.2
48156,A,11111111,36.66166666666667,138.19166666666666,418,長野,ナガノ,Nagano,29.3
48191,C,11112100,36.52333333333333,137.83166666666668,784,大町,オオマチ,Omachi,27.6
48196,C,11112000,36.54833333333333,137.99666666666667,509,信州新町,シンシュウシンマチ,Shinshu-Shinmachi,30.6
48216,C,11112100,36.531666666666666,138.325,1253,菅平,スガダイラ,Sugadaira,23.4
48256,C,11112010,36.4,138.265,502,上田,ウエダ,Ueda,31.1
48296,C,11112000,36.34333333333333,137.88166666666666,540,穂高,ホタカ,Hotaka,31.2
48321,C,11112000,36.38333333333333,138.38333333333333,958,東御,トウミ,Tomi,28.1
48331,B,11111111,36.34166666666667,138.54666666666665,999,軽井沢,カルイザワ,Karuizawa,28.0
48361,B,11111111,36.24666666666667,137.97,610,松本,マツモト,Matsumoto,31.7
48363,C,11110000,36.16666666666666,137.92166666666665,658,松本今井,マツモトイマイ：松本空港,Matsumoto-Imai,30.7
48381,C,11112000,36.27166666666667,138.31333333333333,715,立科,タテシナ,Tateshina,30.4
48386,C,11112000,36.24666666666667,138.47666666666666,683,佐久,サク,Saku,32.0
48466,C,11112000,36.08833333333333,137.68333333333334,1068,奈川,ナガワ,Nagawa,28.7
48491,B,11111111,36.045,138.10833333333332,760,諏訪,スワ,Suwa,30.3
48531,C,11112110,35.93833333333333,137.60166666666666,1130,開田高原,カイダコウゲン,Kaida Highlands,27.5
48536,C,11112000,35.93666666666667,137.78666666666666,985,木祖薮原,キソヤブハラ,Kiso-Yabuhara,31.8
48546,C,11112000,35.983333333333334,137.98333333333332,732,辰野,タツノ,Tatsuno,31.4
48561,C,11112000,35.97,138.22,1017,原村,ハラムラ,Haramura,29.7
48571,C,11112000,35.94833333333333,138.47166666666666,1350,野辺山,ノベヤマ,Nobeyama,26.0
48606,C,11112010,35.84,137.68833333333333,750,木曽福島,キソフクシマ,Kiso-Fukushima,30.7
48621,C,11112000,35.825,137.955,633,伊那,イナ,Ina,33.0
48717,C,11112000,35.61,137.62,560,南木曽,ナギソ,Nagiso,31.5
48731,C,11112000,35.653333333333336,137.89833333333334,728,飯島,イイジマ,Iijima,31.2
48767,B,11111111,35.52333333333333,137.82166666666666,516,飯田,イイダ,Iida,33.5
48826,C,11112000,35.373333333333335,137.69166666666666,940,浪合,ナミアイ,Namiai,27.6
48841,C,11112000,35.321666666666665,137.93166666666667,407,南信濃,ミナミシナノ,Minami-Shinano,32.5
49036,C,11112000,35.861666666666665,138.38666666666666,867,大泉,オオイズミ,Oizumi,32.3
49086,C,11112000,35.693333333333335,138.44833333333332,341,韮崎,ニラサキ,Nirasaki,32.3
49142,A,11111111,35.666666666666664,138.55333333333334,273,甲府,コウフ,Kofu,35.1
49151,C,11112000,35.663333333333334,138.725,394,勝沼,カツヌマ,Katsunuma,34.6
49161,C,11112010,35.608333333333334,138.93833333333333,364,大月,オオツキ,Otsuki,34.0
49196,C,11112000,35.528333333333336,138.615,552,古関,フルセキ,Furuseki,30.9
49236,C,11112000,35.46666666666667,138.44166666666666,226,切石,キリイシ,Kiriishi,33.7
49251,B,11111111,35.5,138.76,860,河口湖,カワグチコ,Lake Kawaguchi,29.0
49256,C,11112000,35.43666666666667,138.83666666666667,992,山中,ヤマナカ,Yamanaka,28.4
49316,C,11112010,35.288333333333334,138.445,141,南部,ナンブ,Nanbu,33.7
50066,F,10001011,35.36,138.72666666666666,3775,富士山,フジサン,Mt.Fuji,10.1
50106,C,11112010,35.21666666666667,138.22166666666666,755,井川,イカワ,Ikawa,28.7
50136,C,11112010,35.305,138.92666666666668,472,御殿場,ゴテンバ,Gotenba,30.3
50196,C,11112010,35.185,138.66333333333333,66,富士,フジ,Fuji,31.6
50206,B,11111011,35.11333333333334,138.925,21,三島,ミシマ,Mishima,31.3
50211,C,11110000,35.115,139.08333333333334,144,熱海伊豆山,アタミイズサン,Atamiizusan,28.9
50226,C,11112010,35.056666666666665,137.76166666666666,150,佐久間,サクマ,Sakuma,34.3
50241,C,11112010,35.10166666666667,138.12833333333333,290,川根本町,カワネホンチョウ,Kawane-Honcho,31.8
50261,C,11112010,35.053333333333335,138.52166666666668,3,清水,シミズ,Shimizu,32.8
50281,B,11111011,35.045,139.09166666666667,67,網代,アジロ,Ajiro,31.4
50331,A,11111111,34.975,138.40333333333334,14,静岡,シズオカ,Shizuoka,31.6
50386,C,11112010,34.89,137.81333333333333,61,天竜,テンリュウ,Tenryu,34.1
50456,B,11111011,34.75333333333333,137.71166666666667,46,浜松,ハママツ,Hamamatsu,32.5
50476,C,11112010,34.785,138.13833333333332,191,菊川牧之原,キクガワマキノハラ,Kikugawa-Makinohara,30.1
50477,C,11110000,34.795,138.18833333333333,132,静岡空港,シズオカクウコウ：静岡空港,Shizuoka Airport,30.7
50491,C,11112010,34.755,138.78333333333333,4,松崎,マツザキ,Matsuzaki,30.0
50506,C,11112010,34.781666666666666,139.04833333333335,130,稲取,イナトリ,Inatori,30.2
50536,C,11112010,34.69166666666667,137.88,1,磐田,イワタ,Iwata,30.1
50551,B,11111011,34.60333333333333,138.21333333333334,45,御前崎,オマエザキ,Omaezaki,29.5
50561,B,11111011,34.60333333333333,138.84166666666667,52,石廊崎,イロウザキ,Irozaki,28.7
51031,C,11112010,35.21666666666667,136.69833333333332,5,愛西,アイサイ,Aisai,34.8
51071,C,11112010,35.211666666666666,137.50666666666666,505,稲武,イナブ,Inabu,31.4
51106,A,11111111,35.166666666666664,136.965,51,名古屋,ナゴヤ,Nagoya,34.7
51116,C,11112010,35.13166666666667,137.17666666666668,75,豊田,トヨタ,Toyota,35.4
51216,C,11112010,34.995,136.94333333333333,32,大府,オオブ,Obu,35.5
51226,C,11112010,34.91833333333334,137.19333333333333,47,岡崎,オカザキ,Okazaki,35.1
51247,C,11112010,34.906666666666666,137.51833333333337,53,新城,シンシロ,Shinshiro,33.4
51261,C,11110000,34.858333333333334,136.805,4,セントレア,セントレア：中部国際空港,Centrair,33.4
51281,C,11112010,34.845,137.21666666666667,55,蒲郡,ガマゴオリ,Gamagori,34.2
51311,C,11112010,34.74,136.93833333333333,16,南知多,ミナミチタ,Minamichita,33.3
51331,C,11112010,34.75,137.34166666666667,3,豊橋,トヨハシ,Toyohashi,32.4
51346,B,11111011,34.62833333333333,137.09333333333333,6,伊良湖,イラコ,Irako,34.3
52041,C,11112100,36.305,137.1,471,河合,カワイ,Kawai,29.2
52051,C,11112100,36.321666666666665,137.30833333333334,455,神岡,カミオカ,Kamioka,30.5
52081,C,11112100,36.27333333333333,136.89666666666668,478,白川,シラカワ,Shirakawa,29.3
52111,C,11112000,36.248333333333335,137.50333333333333,765,栃尾,トチオ,Tochio,29.5
52146,B,11111111,36.155,137.25333333333333,560,高山,タカヤマ,Takayama,32.1
52181,C,11112000,36.06,137.035,1015,六厩,ムマヤ,Mumaya,26.7
52196,C,11112000,36.015,137.38833333333332,930,宮之前,ミヤノマエ,Miyanomae,28.5
52221,C,11112110,35.92333333333333,136.83166666666668,430,長滝,ナガタキ,Nagataki,30.5
52286,C,11112010,35.888333333333335,137.20666666666668,425,萩原,ハギワラ,Hagiwara,33.1
52331,C,11112000,35.75666666666667,136.97833333333332,271,八幡,ハチマン,Hachiman,34.0
52346,C,11112000,35.763333333333335,137.28833333333333,450,宮地,ミヤジ,Miyaji,33.8
52381,C,11112110,35.638333333333335,136.60166666666666,190,樽見,タルミ,Tarumi,32.4
52406,C,11112000,35.66166666666667,137.16,233,金山,カナヤマ,Kanayama,33.4
52461,C,11112000,35.555,136.91,68,美濃,ミノ,Mino,33.9
52482,C,11112000,35.598333333333336,137.31833333333333,517,黒川,クロカワ,Kurokawa,31.2
52511,C,11112000,35.485,136.56666666666666,45,揖斐川,イビガワ,Ibigawa,35.4
52536,C,11112000,35.445,137.005,74,美濃加茂,ミノカモ,Minokamo,35.4
52556,C,11112000,35.446666666666665,137.40333333333334,315,恵那,エナ,Ena,32.7
52557,C,11112000,35.47666666666667,137.48666666666668,378,中津川,ナカツガワ,Nakatsugawa,32.4
52571,C,11112110,35.36333333333334,136.46666666666667,130,関ケ原,セキガハラ,Sekigahara,33.5
52581,C,11112000,35.346666666666664,136.62,6,大垣,オオガキ,Ogaki,35.0
52586,A,11111111,35.4,136.76166666666666,13,岐阜,ギフ,Gifu,36.0
52606,C,11112000,35.346666666666664,137.10833333333332,120,多治見,タジミ,Tajimi,36.5
53041,C,11112010,35.05,136.69333333333333,3,桑名,クワナ,Kuwana,35.3
53061,B,11111011,34.94,136.58,55,四日市,ヨッカイチ,Yokkaichi,34.7
53091,C,11112010,34.87,136.45333333333335,70,亀山,カメヤマ,Kameyama,34.5
53112,B,11111011,34.76166666666667,136.14166666666668,159,上野,ウエノ,Ueno,33.8
53133,A,11111111,34.733333333333334,136.51833333333337,3,津,ツ,Tsu,35.4
53196,C,11112010,34.528333333333336,136.665,10,小俣,オバタ,Obata,35.7
53231,C,11112010,34.44833333333333,136.39,120,粥見,カユミ,Kayumi,34.5
53257,C,11112010,34.48166666666667,136.825,2,鳥羽,トバ,Toba,33.2
53296,C,11112010,34.345,136.68166666666667,6,南伊勢,ミナミイセ,Minami-Ise,33.2
53326,C,11112010,34.208333333333336,136.32666666666665,3,紀伊長島,キイナガシマ,Kii-Nagashima,32.9
53378,B,11111011,34.068333333333335,136.19333333333333,15,尾鷲,オワセ,Owase,32.9
53401,C,11112010,33.931666666666665,136.13833333333332,23,熊野新鹿,クマノアタシカ,Kumano-Atashika,32.0
54012,C,11112000,38.465,139.25333333333333,4,粟島,アワシマ,Awashima Island,26.0
54041,C,11112000,38.33,138.51166666666666,58,弾崎,ハジキザキ,Hajikizaki,26.5
54086,C,11112010,38.22666666666667,139.47833333333332,10,村上,ムラカミ,Murakami,26.2
54157,B,11111111,38.028333333333336,138.24,6,相川,アイカワ,Aikawa,27.0
54166,C,11112000,38.07333333333333,138.44,2,両津,リョウツ,Ryotsu,27.7
54181,C,11112000,38.07666666666667,139.38833333333332,14,中条,ナカジョウ,Nakajo,26.8
54191,C,11112100,38.09166666666667,139.56333333333333,33,下関,シモセキ,Shimoseki,25.9
54232,A,11111111,37.89333333333333,139.01833333333337,4,新潟,ニイガタ,Niigata,28.6
54236,C,11110100,37.955,139.11166666666668,1,松浜,マツハマ：新潟空港,Matsuhama,28.3
54271,C,11112000,37.84166666666667,138.31333333333333,11,羽茂,ハモチ,Hamochi,28.5
54296,C,11112110,37.79166666666666,139.08666666666667,3,新津,ニイツ,Niitsu,28.6
54341,C,11112000,37.76833333333333,138.91333333333333,2,巻,マキ,Maki,28.0
54387,C,11112000,37.64,138.76666666666668,44,寺泊,テラドマリ,Teradomari,27.8
54396,C,11112000,37.64,138.955,9,三条,サンジョウ,Sanjo,29.0
54421,C,11112100,37.67166666666667,139.44666666666666,100,津川,ツガワ,Tsugawa,27.7
54501,C,11112100,37.45,138.82333333333332,23,長岡,ナガオカ,Nagaoka,30.0
54541,C,11112110,37.35166666666667,138.55333333333334,7,柏崎,カシワザキ,Kashiwazaki,29.9
54566,C,11112100,37.34666666666666,139.04333333333332,222,守門,スモン,Sumon,28.7
54586,C,11112010,37.225,138.325,13,大潟,オオガタ,Ogata,28.5
54616,C,11112100,37.22666666666667,138.96333333333334,98,小出,コイデ,Koide,30.2
54651,B,11111111,37.10666666666667,138.24666666666667,13,高田,タカダ,Takada,29.4
54661,C,11112100,37.10666666666667,138.45666666666668,126,安塚,ヤスヅカ,Yasuzuka,29.2
54676,C,11112100,37.14333333333333,138.72666666666666,170,十日町,トオカマチ,Tokamachi,30.7
54711,C,11112000,37.04333333333334,137.875,8,糸魚川,イトイガワ,Itoigawa,30.0
54721,C,11112100,37.083333333333336,138.02333333333334,55,能生,ノウ,Nou,29.2
54816,C,11112100,36.93333333333333,138.22166666666666,350,関山,セキヤマ,Sekiyama,27.4
54836,C,11112100,36.99666666666667,138.68333333333334,452,津南,ツナン,Tsunan,28.7
54841,C,11112100,36.94166666666667,138.81,340,湯沢,ユザワ,Yuzawa,29.5
55022,C,11112110,36.93666666666667,137.56333333333333,43,朝日,アサヒ,Asahi,29.9
55041,C,11112100,36.86333333333333,136.96,7,氷見,ヒミ,Himi,30.7
55056,C,11112110,36.821666666666665,137.42833333333334,48,魚津,ウオヅ,Uozu,30.5
55091,B,11111111,36.79166666666666,137.055,12,伏木,フシキ,Fushiki,31.9
55102,A,11111111,36.708333333333336,137.20166666666665,9,富山,トヤマ,Toyama,32.9
55141,C,11112110,36.61,136.955,69,砺波,トナミ,Tonami,30.7
55151,C,11110100,36.64833333333333,137.18666666666667,24,秋ヶ島,アキガシマ：富山空港,Akigashima,32.0
55166,C,11112000,36.67,137.42333333333335,296,上市,カミイチ,Kamiichi,30.0
55191,C,11112000,36.545,136.87166666666667,91,南砺高宮,ナントタカミヤ,Nanto-Takamiya,30.8
55206,C,11112010,36.57,137.15833333333333,124,八尾,ヤツオ,Yatsuo,30.6
56036,C,11112110,37.446666666666665,137.28666666666666,4,珠洲,スズ,Suzu,29.3
56052,B,11111111,37.39,136.895,5,輪島,ワジマ,Wajima,29.7
56093,C,11110000,37.29333333333334,136.96166666666667,219,三井,ミイ：能登空港,Mii,28.2
56116,C,11112010,37.14333333333333,136.725,6,志賀,シカ,Shika,27.9
56146,C,11112110,37.03,136.99166666666667,58,七尾,ナナオ,Nanao,29.8
56176,C,11112010,36.89333333333333,136.77666666666667,15,羽咋,ハクイ,Hakui,29.2
56186,C,11112000,36.711666666666666,136.69166666666666,42,かほく,カホク,Kahoku,28.2
56227,A,11111111,36.58833333333333,136.63333333333333,6,金沢,カナザワ,Kanazawa,30.1
56276,C,11112000,36.38166666666667,136.435,3,小松,コマツ,Komatsu,29.7
56286,C,11112100,36.39666666666667,136.62,136,白山河内,ハクサンカワチ,Hakusan-kawachi,30.3
56301,C,11112100,36.26166666666666,136.39666666666668,65,加賀中津原,カガナカツハラ,Kaga-Nakatsuhara,29.2
57001,C,11112000,36.24333333333333,136.17333333333335,34,三国,ミクニ,Mikuni,28.9
57026,C,11110000,36.141666666666666,136.22333333333333,5,春江,ハルエ：福井空港,Harue,29.5
57051,C,11112010,36.01166666666666,135.99,30,越廼,コシノ,Koshino,28.3
57066,A,11111111,36.055,136.22166666666666,9,福井,フクイ,Fukui,30.9
57082,C,11112000,36.03833333333333,136.52166666666668,196,勝山,カツヤマ,Katsuyama,30.6
57121,C,11112100,35.971666666666664,136.49666666666667,182,大野,オオノ,Ohno,31.8
57206,C,11112100,35.766666666666666,136.2,128,今庄,イマジョウ,Imajo,31.4
57248,B,11111111,35.653333333333336,136.06166666666667,2,敦賀,ツルガ,Tsuruga,30.9
57286,C,11112000,35.6,135.91666666666666,10,美浜,ミハマ,Mihama,30.4
57317,C,11112110,35.483333333333334,135.78166666666667,10,小浜,オバマ,Obama,32.6
60051,C,11112110,35.41166666666667,136.02833333333334,88,今津,イマヅ,Imazu,32.2
60061,C,11112010,35.42333333333333,136.24166666666667,95,長浜,ナガハマ,Nagahama,31.7
60102,C,11112110,35.38333333333333,136.34333333333333,147,米原,マイバラ,Maibara,32.4
60116,C,11112010,35.235,135.95666666666668,90,南小松,ミナミコマツ,Minami-Komatsu,33.3
60131,A,11111111,35.275,136.24333333333334,87,彦根,ヒコネ,Hikone,31.2
60196,C,11112010,35.06166666666667,136.19,128,東近江,ヒガシオウミ,Higashi-Omi,32.9
60216,C,11112110,34.99166666666667,135.91166666666666,86,大津,オオツ,Otsu,33.9
60226,C,11112010,34.913333333333334,136.08,265,信楽,シガラキ,Shigaraki,31.1
60236,C,11112010,34.93833333333333,136.27833333333334,248,土山,ツチヤマ,Tsuchiyama,32.7
61001,C,11112010,35.736666666666665,135.08666666666667,42,間人,タイザ,Taiza,28.3
61076,C,11112010,35.55,135.235,2,宮津,ミヤヅ,Miyazu,31.0
61111,B,11111111,35.45,135.31666666666666,2,舞鶴,マイヅル,Maizuru,31.9
61187,C,11112010,35.31166666666667,135.11333333333334,17,福知山,フクチヤマ,Fukuchiyama,32.6
61206,C,11112110,35.275,135.55,200,美山,ミヤマ,Miyama,31.1
61242,C,11112010,35.108333333333334,135.455,134,園部,ソノベ,Sonobe,32.7
61286,A,11111111,35.013333333333335,135.73166666666663,41,京都,キョウト,Kyoto,34.5
61326,C,11112010,34.83,135.76,20,京田辺,キョウタナベ,Kyotanabe,34.6
62016,C,11112010,34.94833333333333,135.455,235,能勢,ノセ,Nose,33.3
62046,C,11112010,34.80833333333333,135.67166666666665,26,枚方,ヒラカタ,Hirakata,34.8
62051,C,11110000,34.78333333333333,135.43833333333333,12,豊中,トヨナカ：大阪国際空港,Toyonaka,34.6
62078,A,11111111,34.681666666666665,135.51833333333337,23,大阪,オオサカ,Osaka,34.8
62081,C,11112010,34.675,135.67666666666668,626,生駒山,イコマヤマ,Mt.Ikoma,31.1
